ui_structure_name_210006,주민센터,Community Center,役場,주민센터,주민센터,,,,,,
ui_structure_name_210007,건축사무소,Architecture Office,建築事務所,건축사무소,건축사무소,,,,,,
ui_structure_name_210008,신문사,Press,新聞社,신문사,신문사,,,,,,
ui_structure_name_210009,은행,Bank,銀行,은행,은행,,,,,,
ui_structure_name_210010,항구,Harbor,港,항구,항구,,,,,,
ui_structure_name_210011,오락실,Arcade,ゲームセンター,오락실,오락실,,,,,,
ui_structure_name_210012,등산로,Hiking Trail,登山道,등산로,등산로,,,,,,
ui_structure_name_210013,시장,Market,市場,시장,시장,,,,,,
ui_structure_name_210014,학교,School,学校,학교,학교,,,,,,
ui_structure_name_210015,전화 부스,Phone Booth,電話ボックス,전화부스,전화부스,,,,,,
ui_structure_name_230001,작은 나무,Small Tree,小さな木,작은 나무,작은 나무,,,,,,
ui_structure_name_230002,느티나무,Zelkova,ケヤキ,느티나무,느티나무,,,,,,
ui_structure_name_230003,율마,Goldcrest Wilma,ゴールドクレスト・ウィルマ,율마,율마,,,,,,
ui_structure_name_230004,풀 덤불,Bush,茂み,풀 덤불,풀 덤불,,,,,,
ui_structure_name_230005,하얀꽃 덤불,White Flower Bush,白い花の茂み,하얀꽃 덤불,하얀꽃 덤불,,,,,,
ui_structure_name_230006,분홍꽃 덤불,Pink Flower Bush,花の茂み,분홍꽃 덤불,분홍꽃 덤불,,,,,,
ui_structure_name_230007,그루터기,Stump,切り株,그루터기,그루터기,,,,,,
ui_structure_name_230008,사각 덤불,Rectangular Bush,長方形の茂み,사각 덤불,사각 덤불,,,,,,
ui_structure_name_230009,하얀꽃 사각덤불,하얀꽃 사각덤불,하얀꽃 사각덤불,하얀꽃 사각덤불,하얀꽃 사각덤불,,,,,,
ui_structure_name_230010,분홍꽃 사각덤불,Rose Bush,バラの茂み,분홍꽃 사각덤불,분홍꽃 사각덤불,,,,,,
ui_structure_name_230011,화단,화단,화단,화단,화단,,,,,,
ui_structure_name_230012,노란꽃 화단,노란꽃 화단,노란꽃 화단,노란꽃 화단,노란꽃 화단,,,,,,
ui_structure_name_230013,파란꽃 화단,파란꽃 화단,파란꽃 화단,파란꽃 화단,파란꽃 화단,,,,,,
ui_structure_name_230014,판넬 울타리,판넬 울타리,판넬 울타리,판넬 울타리,판넬 울타리,,,,,,
ui_structure_name_230015,판넬 울타리 모서리,판넬 울타리 모서리,판넬 울타리 모서리,판넬 울타리 모서리,판넬 울타리 모서리,,,,,,
ui_structure_name_230016,하얀 울타리,White Wood Fence,白い木の柵,하얀 나무 울타리,하얀 나무 울타리,,,,,,
ui_structure_name_230017,하얀 울타리 기둥,White Wood Fence Post,白い木の柵の柱,하얀 나무 울타리 기둥,하얀 나무 울타리 기둥,,,,,,
ui_structure_name_230018,이정표,Signpost,マイルストーン,이정표,이정표,,,,,,
ui_structure_name_230021,전구 장식,Light Bulb Decoration,イルミネーション,전구 장식,전구 장식,,,,,,
ui_structure_name_230022,가로등,Street Light,街路灯,가로등,가로등,,,,,,
ui_structure_name_230023,흰 꽃밭,White Flower Garden,白い花園,흰 꽃밭,흰 꽃밭,,,,,,
ui_structure_name_230024,큰 돌길,Large Stone Pavement,大きな石畳,큰 돌길,큰 돌길,,,,,,
ui_structure_name_230025,하얀 헤링본 돌길,White Herringbone Stone Pavement,白いヘリンボーンの石畳,하얀 헤링본 돌길,하얀 헤링본 돌길,,,,,,
ui_structure_name_230026,붉은 헤링본 돌길,Red Herringbone Stone Pavement,赤いヘリンボーンの石畳,붉은 헤링본 돌길,붉은 헤링본 돌길,,,,,,
ui_structure_name_230027,흰 벽돌길,White Brick Road,白いレンガ道,흰 벽돌길,흰 벽돌길,,,,,,
ui_structure_name_230028,잔디길,Grass Path,芝生道,잔디길,잔디길,,,,,,
ui_structure_name_230029,흙길,Dirt Road,土の道,흙길,흙길,,,,,,
ui_structure_name_230101,클로버 분수대,Clover Fountain,クローバーの噴水,클로버 분수대,클로버 분수대,,,,,,
ui_structure_name_230102,클로버 꽃담장,Clover Flower Walls,クローバーの花の垣根,클로버 꽃담장,클로버 꽃담장,,,,,,
ui_structure_name_230103,클로버 풀담장,Clover Grass Walls,クローバーの草の垣根,클로버 풀담장,클로버 풀담장,,,,,,
ui_structure_name_230104,클로버 담장모서리,Clover Wall Edge,クローバーの垣根の角,클로버 담장모서리,클로버 담장모서리,,,,,,
ui_structure_name_230105,클로버 나무담장,Clover Wood Walls,クローバーの木の垣根,클로버 나무담장,클로버 나무담장,,,,,,
ui_structure_name_230106,클로버 나무담장모서리,Clover Wood Wall Edge,クローバーの木の垣根の角,클로버 나무담장모서리,클로버 나무담장모서리,,,,,,
ui_structure_name_230107,클로버 나무꽃담장,Clover Wood Flower Walls,クローバーの木の花の垣根,클로버 나무꽃담장,클로버 나무꽃담장,,,,,,
ui_structure_name_230108,클로버 의자,Clover Chair,クローバーの椅子,클로버 의자,클로버 의자,,,,,,
ui_structure_name_230109,클로버 모퉁이 하우스,Clover Corner House,クローバーのコーナーハウス,클로버 모퉁이 하우스,클로버 모퉁이 하우스,,,,,,
ui_structure_name_230110,클로버 오렌지 하우스,Clover Orange House,クローバーのオレンジハウス,클로버 오렌지 하우스,클로버 오렌지 하우스,,,,,,
ui_structure_name_230111,클로버 꼬마 하우스,Clover Little House,クローバーのリトルハウス,클로버 꼬마 하우스,클로버 꼬마 하우스,,,,,,
ui_structure_name_230112,클로버 돌길,Clover Stone Pavement,クローバーの石畳,클로버 돌길,클로버 돌길,,,,,,
ui_structure_name_230113,클로버 꽃나무,Clover Flower Tree,クローバーの花木,클로버 꽃나무,클로버 꽃나무,,,,,,
ui_structure_name_230114,클로버 나무문,Clover Wooden Door,クローバーの木の扉,클로버 나무문,클로버 나무문,,,,,,
ui_structure_name_230115,클로버 둥근나무문,Clover Round Wooden Door,クローバーの丸い木の扉,클로버 둥근나무문,클로버 둥근나무문,,,,,,
ui_structure_name_230201,숲속 탑,Forest Tower,森のタワー,숲속 탑,숲속 탑,,,,,,
ui_structure_name_230202,숲속 그네,Forest Swing,森のぶらんこ,숲속 그네,숲속 그네,,,,,,
ui_structure_name_230203,숲속 티테이블,Forest Tea Table,森のティーテーブル,숲속 티테이블,숲속 티테이블,,,,,,
ui_structure_name_230204,숲속 의자,Forest Chair,森の椅子,숲속 의자,숲속 의자,,,,,,
ui_structure_name_230205,숲속 꽃덤블,Forest Flower Bush,森の花の茂み,숲속 꽃덤블,숲속 꽃덤블,,,,,,
ui_structure_name_230206,숲속 가로등,Forest Street Light,森の街路灯,숲속 가로등,숲속 가로등,,,,,,
ui_structure_name_230207,숲속 울타리,Forest Fence,森の柵,숲속 울타리,숲속 울타리,,,,,,
ui_structure_name_230208,숲속 버드바스,Forest Bird Bath,森のバードバス,숲속 버드바스,숲속 버드바스,,,,,,
ui_structure_name_230209,숲속 연못,Forest Pond,森の池,숲속 연못,숲속 연못,,,,,,
ui_structure_name_230210,숲속 하트 갈색돌길,Forest Heart Brown Stone Pavement,森のハート型ブラウン石畳,숲속 하트 갈색돌길,숲속 하트 갈색돌길,,,,,,
ui_structure_name_230211,숲속 하트 회색돌길,Forest Heart Gray Stone Pavement,森のハート型グレー石畳,숲속 하트 회색돌길,숲속 하트 회색돌길,,,,,,
ui_structure_name_230212,숲속 소형집,Forest Small House,森の小型の家,숲속 소형집,숲속 소형집,,,,,,
ui_structure_name_230213,숲속 중형집,Forest Midium House,森の中型の家,숲속 중형집,숲속 중형집,,,,,,
ui_structure_name_230214,숲속 대형집,Forest Big House,森の大型の家,숲속 대형집,숲속 대형집,,,,,,
ui_structure_name_110001,숲더미,Forest Dummy,森ダミー,숲더미,숲더미,,,,,,
ui_structure_name_110002,숲더미,Forest Dummy,森ダミー,숲더미,숲더미,,,,,,
ui_structure_name_110003,숲더미,Forest Dummy,森ダミー,숲더미,숲더미,,,,,,
ui_structure_name_110004,숲더미,Forest Dummy,森ダミー,숲더미,숲더미,,,,,,
ui_structure_name_110005,숲더미,Forest Dummy,森ダミー,숲더미,숲더미,,,,,,
ui_structure_name_110006,숲더미,Forest Dummy,森ダミー,숲더미,숲더미,,,,,,
ui_structure_name_200003,낮은 언덕,Low Hill,低い丘,1층 언덕,1층 언덕,,,,,,
ui_structure_name_200004,높은 언덕,High Hill,高い丘,2층 언덕,2층 언덕,,,,,,
ui_structure_name_200005,낮은 언덕길,Low Hill Road,低い坂道,낮은 언덕길,낮은 언덕길,,,,,,
ui_structure_name_200006,높은 언덕길,High Hill Road,高い坂道,높은 언덕길,높은 언덕길,,,,,,
ui_qst_main_empty_1,퀘스트가 끝났어요.<br>다음 업데이트를 기대해주세요!,All main quests have been completed.<br>Please wait until the next update!,メインクエストが終わったよ！<br>次のアップデートをお楽しみに♪,퀘스트가 끝났어요.<br>다음 업데이트를 기대해주세요!,퀘스트가 끝났어요.<br>다음 업데이트를 기대해주세요!,,,,,,
ui_qst_main_empty_2,Tip<br>주민들의 색다른 이야기를 들어볼 수 있는<br>인연과 캐릭터 스토리를 확인해보세요!,TIP<br>Check out both Relationship and Villager Story<br>to find out various stories of villagers!,TIP<br>住民たちの色々なお話を聞くことができる<br>絆とキャラクターストーリーをチェックしてみましょう！,Tip<br>주민들의 색다른 이야기를 들어볼 수 있는<br>인연과 캐릭터 스토리를 확인해보세요!,Tip<br>주민들의 색다른 이야기를 들어볼 수 있는<br>인연과 캐릭터 스토리를 확인해보세요!,,,,,,
ui_qst_villager_empty_1,해당 주민의 스토리가 끝났어요.,There's no more Villager Story for this villager.,この住民のストーリーが完了しました。,해당 주민의 스토리가 끝났어요.,해당 주민의 스토리가 끝났어요.,,,,,,
ui_qst_villager_empty_2,tip<br>다른 주민들과의 이야기를 들을 수 있는<br>인연 스토리도 확인해보세요!,TIP<br>Check out the Relationship Story<br>where you can listen to the stories of other villagers!,TIP<br>他の住民たちとのお話を聞くことができる<br>絆ストーリーもチェックしてみよう！,tip<br>다른 주민들과의 이야기를 들을 수 있는<br>인연 스토리도 확인해보세요!,tip<br>다른 주민들과의 이야기를 들을 수 있는<br>인연 스토리도 확인해보세요!,,,,,,
ui_qst_relation_empty_1,해당 인연 스토리가 끝났어요.,There's no more Relationship Story for this villager.,この絆ストーリーが完了しました。,해당 인연 스토리가 끝났어요.,해당 인연 스토리가 끝났어요.,,,,,,
ui_qst_relation_empty_2,tip<br>다른 주민의 이야기를 들을 수 있는<br>캐릭터 스토리도 확인해보세요!,TIP<br>Check out the Character Story<br>where you can listen to the stories of other villagers!,TIP<br>他の住民のお話を聞くことができる<br>キャラクターストーリーもチェックしてみよう！,tip<br>다른 주민의 이야기를 들을 수 있는<br>캐릭터 스토리도 확인해보세요!,tip<br>다른 주민의 이야기를 들을 수 있는<br>캐릭터 스토리도 확인해보세요!,,,,,,
ui_qst_req_short_1,<size=36>다음 퀘스트는 <color=red>{0}레벨</color>에 획득할 수 있어요.</size>,You can get the next quest at level {0}.,あなたはレベル{0}で次のクエストを得ることができます。,다음 퀘스트는 {0}레벨에 획득할 수 있어요.,다음 퀘스트는 {0}레벨에 획득할 수 있어요.,,,,,,
ui_qst_req_short_2,<size=28>Tip<br><color=blue><의뢰></color> 등의 활동을 통해 레벨을 올려보세요!</size>,Tip<br>Raise your level through activities such as <Request>!,ヒント<br><リクエスト>などの活動でレベルアップ!,Tip<br><의뢰> 등의 활동을 통해 레벨을 올려보세요!,Tip<br><의뢰> 등의 활동을 통해 레벨을 올려보세요!,,,,,,
ui_qst_sub_req_1,유저 레벨 {0}이상,User level {0}+ required,ユーザーレベル{0}以上,유저 레벨 {0}이상,유저 레벨 {0}이상,,,,,,
ui_qst_sub_req_2,{0} 주민 스토리 {1} 단계 이상,Villager Story of {0}[c] level {1}+,{0}の住民ストーリー{1}段階以上,{0} 주민 스토리 {1}단계 이상,{0} 주민 스토리 {1}단계 이상,,,,,,
ui_qst_sub_req_3,{0} 호감도 {1} 단계 이상,Affection of {0}[c] level {1}+,{0}の好感度{1}段階以上,{0} 호감도 {1} 단계 이상,{0} 호감도 {1} 단계 이상,,,,,,
ui_qst_sub_req_4,{0} 주민 보유,Villager {0} required,住民{0}を所有,{0} 주민 보유,{0} 주민 보유,,,,,,
ui_request_reward,의뢰 해결!,Solved request!,依頼解決！,의뢰 해결!,의뢰 해결!,,,,,,
ui_special_request_reward,특별 의뢰 완료!,Special Request Complete!,スペシャル依頼完了！,특별 의뢰 완료!,특별 의뢰 완료!,,,,,,
ui_villager_name_111000,유저,User,ユーザー,유저,유저,,,,,,
ui_villager_name_111001,아담,Adam,アダム,아담,아담,,,,,,
ui_villager_name_111002,피터,Peter,ピター,피터,피터,,,,,,
ui_villager_name_111003,조이,Zoey,ゾーイ,조이,조이,,,,,,
ui_villager_name_111004,알렉산드라,Alexandra,アレクサンドラ,알렉산드라,알렉산드라,,,,,,
ui_villager_name_111005,제시카,Jessica,ジェシカ,제시카,제시카,,,,,,
ui_villager_name_111006,트레버,Trevor,トレバー,트레버,트레버,,,,,,
ui_villager_name_111007,잭,Jack,ジャック,잭,잭,,,,,,
ui_villager_name_111008,다니엘,Daniel,ダニエル,다니엘,다니엘,,,,,,
ui_villager_name_111009,제니퍼,Jennifer,ジェニファー,제니퍼,제니퍼,,,,,,
ui_villager_name_111010,안젤라,Angela,アンジェラ,안젤라,안젤라,,,,,,
ui_villager_name_111011,스콧,Scott,スコット,스콧,스콧,,,,,,
ui_villager_name_111012,제프리,Jeffrey,ジェフリー,제프리,제프리,,,,,,
ui_villager_name_111013,스티브,Steve,スティブ,스티브,스티브,,,,,,
ui_villager_name_111014,엘리자베스,Elizabeth,エリザベス,엘리자베스,엘리자베스,,,,,,
ui_villager_name_111015,사만다,Samantha,サマンサ,사만다,사만다,,,,,,
ui_villager_name_112001,노아,Noah,ノア,노아,노아,,,,,,
ui_villager_name_112002,엠마,Emma,エマ,엠마,엠마,,,,,,
ui_villager_name_112003,윌리엄,William,ウィリアム,윌리엄,윌리엄,,,,,,
ui_villager_name_112004,올리비아,Olivia,オリビア,올리비아,올리비아,,,,,,
ui_villager_name_112005,제임스,James,ジェームス,제임스,제임스,,,,,,
ui_villager_name_112006,엘레노아,Eleanor,エレノア,엘레노아,엘레노아,,,,,,
ui_villager_name_112007,사라,Sarah,サラ,사라,사라,,,,,,
ui_villager_name_112008,나탈리,Natalie,ナタリー,나탈리,나탈리,,,,,,
ui_villager_name_112009,존,John,ジョン,존,존,,,,,,
ui_villager_name_112010,앤드류,Andrew,アンドリュー,앤드류,앤드류,,,,,,
ui_villager_name_113001,레나,Lena,レナ,레나,레나,,,,,,
ui_villager_name_113002,톰,Tom,トム,톰,톰,,,,,,
ui_villager_name_113003,첼샤,Chelsea,チェルシャ,첼샤,첼샤,,,,,,
ui_villager_name_113004,뮤리엘,Muriel,ミュリエル,뮤리엘,뮤리엘,,,,,,
ui_villager_name_113005,세스,Seth,セス,세스,세스,,,,,,
ui_villager_name_113006,코리,Corey,コリ,코리,코리,,,,,,
ui_villager_name_113007,어빈,Irvin,アビン,어빈,어빈,,,,,,
ui_villager_name_113008,넬,Nell,ネル,넬,넬,,,,,,
ui_villager_name_114001,니콜라스,Nicolas,ニコラス,니콜라스,니콜라스,,,,,,
ui_villager_name_114002,이든,Ethen,イーデン,이든,이든,,,,,,
ui_villager_name_114003,로하,Loha,ロハ,로하,로하,,,,,,
ui_villager_name_114004,페그,Peg,ペグ,페그,페그,,,,,,
ui_villager_desc_111001,농부 아담,농부 아담,농부 아담,농부 아담,농부 아담,,,,,,
ui_villager_desc_111002,농부 피터,농부 피터,농부 피터,농부 피터,농부 피터,,,,,,
ui_villager_desc_111003,농부 조이,농부 조이,농부 조이,농부 조이,농부 조이,,,,,,
ui_villager_desc_111004,농부 알렉산드라,농부 알렉산드라,농부 알렉산드라,농부 알렉산드라,농부 알렉산드라,,,,,,
ui_villager_desc_111005,농부 제시카,농부 제시카,농부 제시카,농부 제시카,농부 제시카,,,,,,
ui_villager_desc_111006,수의사 트레버,수의사 트레버,수의사 트레버,수의사 트레버,수의사 트레버,,,,,,
ui_villager_desc_111007,수의사 잭,수의사 잭,수의사 잭,수의사 잭,수의사 잭,,,,,,
ui_villager_desc_111008,수의사 다니엘,수의사 다니엘,수의사 다니엘,수의사 다니엘,수의사 다니엘,,,,,,
ui_villager_desc_111009,수의사 제니퍼,수의사 제니퍼,수의사 제니퍼,수의사 제니퍼,수의사 제니퍼,,,,,,
ui_villager_desc_111010,수의사 안젤라,수의사 안젤라,수의사 안젤라,수의사 안젤라,수의사 안젤라,,,,,,
ui_villager_desc_111011,기술자 스콧,기술자 스콧,기술자 스콧,기술자 스콧,기술자 스콧,,,,,,
ui_villager_desc_111012,기술자 제프리,기술자 제프리,기술자 제프리,기술자 제프리,기술자 제프리,,,,,,
ui_villager_desc_111013,기술자 스티브,기술자 스티브,기술자 스티브,기술자 스티브,기술자 스티브,,,,,,
ui_villager_desc_111014,기술자 엘리자베스,기술자 엘리자베스,기술자 엘리자베스,기술자 엘리자베스,기술자 엘리자베스,,,,,,
ui_villager_desc_111015,기술자 사만다,기술자 사만다,기술자 사만다,기술자 사만다,기술자 사만다,,,,,,
ui_villager_desc_112001,오늘은 내가 스파게티 요리사!,I'm gonna make spaghetti today!,今日は僕がスパゲッティ料理人！,오늘은 내가 스파게티 요리사!,오늘은 내가 스파게티 요리사!,,,,,,
ui_villager_desc_112002,요리 그렇게 하는 거 아닌데…,That's not how you're supposed to cook.,料理はそうやる物じゃないのに…,요리 그렇게 하는거 아닌데…,요리 그렇게 하는거 아닌데…,,,,,,
ui_villager_desc_112003,점심은 황금 볶음밥으로 준비하겠습니다.,I'll prepare golden fried rice for lunch.,昼食は黄金チャーハンを準備しましょう,점심은 황금볶음밥으로 준비하겠습니다.,점심은 황금볶음밥으로 준비하겠습니다.,,,,,,
ui_villager_desc_112004,신선한 재료를 구하러 왔어!,I've come to find fresh ingredients!,新鮮な材料を買いに来たわ！,신선한 재료를 구하러 왔어!,신선한 재료를 구하러 왔어!,,,,,,
ui_villager_desc_112005,솔직히 남이 해준 밥이 제일 맛있습니다.,Don't cook[c] just buy your food...,料理は買って食べましょう、マジで…,요리는 사드세요 제발…,요리는 사드세요 제발…,,,,,,
ui_villager_desc_112006,웨이터 엘레노아,웨이터 엘레노아,웨이터 엘레노아,웨이터 엘레노아,웨이터 엘레노아,,,,,,
ui_villager_desc_112007,웨이터 사라,웨이터 사라,웨이터 사라,웨이터 사라,웨이터 사라,,,,,,
ui_villager_desc_112008,웨이터 나탈리,웨이터 나탈리,웨이터 나탈리,웨이터 나탈리,웨이터 나탈리,,,,,,
ui_villager_desc_112009,웨이터 존,웨이터 존,웨이터 존,웨이터 존,웨이터 존,,,,,,
ui_villager_desc_112010,웨이터 앤드류,웨이터 앤드류,웨이터 앤드류,웨이터 앤드류,웨이터 앤드류,,,,,,
ui_villager_desc_113001,난 꿈꾸고 있었어.<br>너와의 일상을.,I'm actually afraid that everyone would leave me.,私、夢みてたんだ。<br>君との日常を,사실은 모두가 날 떠나 갈까봐 두려워,사실은 모두가 날 떠나 갈까봐 두려워,,,,,,
ui_villager_desc_113002,그러니까 내 계획대로라면 다신 이별할 일이 없을 거야.,According to my plans[c] we won't ever have to say goodbye again.,だから、僕の計画通りだよ！,그러니 내 계획대로라면 다신 이별할 일이 없을 거야.,그러니 내 계획대로라면 다신 이별할 일이 없을 거야.,,,,,,
ui_villager_desc_113003,전 딱히 좋거나 싫은 게 없어서요.,I don't know what I like yet...,私はあまり自分の趣味がはっきりしている方ではないので…,제가 뭘 좋아하는지는… 아직 모르겠네요.,제가 뭘 좋아하는지는… 아직 모르겠네요.,,,,,,
ui_villager_desc_113004,각오해 둬.<br>난 어중간한 건 싫어하니까.,Everyone will hate me anyway.,覚悟しといて。私、中途半端はいやなの,어차피 다 날 싫어할 테니까. ,어차피 다 날 싫어할 테니까. ,,,,,,
ui_villager_desc_113005,기차가 플랫폼에 들어올 때마다[c]<br>새로운 만남이 있는 거니까요…!,Every time the train enters the platform[c]<br>we make new friendship with newcomers!,列車がホームに入るたびに、<br>新しい出会いが待ってますから…！,기차가 플랫폼에 들어올 때마다[c] 새로운 만남이 있는 거니까요…!,기차가 플랫폼에 들어올 때마다[c] 새로운 만남이 있는 거니까요…!,,,,,,
ui_villager_desc_113006,정말로 용서가 최고의 복수라고 생각해?<br>...난 그렇게 생각 안 해.,My time has stopped ticking since 8 years ago.,俺の時間は8年前のあの時で止まったままなんだ,내 시간은 8년 전 그 때에 멈춰 있어,내 시간은 8년 전 그 때에 멈춰 있어,,,,,,
ui_villager_desc_113007,너는 아직도 사고방식이 물러터졌군.,너는 아직도 사고방식이 물러터졌군.,君は、いつまでも考え方が甘いんだな,너는 아직도 사고방식이 물러터졌군.,너는 아직도 사고방식이 물러터졌군.,,,,,,
ui_villager_desc_113008,또 무리하려고 하고...! 그러면 안 돼!,또 무리하려고 하고...! 그러면 안 돼!,また、無理しようとして…！だめだよ、そんなの！,또 무리하려고 하고...! 그러면 안 돼!,또 무리하려고 하고...! 그러면 안 돼!,,,,,,
ui_villager_desc_114001,누추한 이 곳에 귀하신 이 몸 등장!,It is I[c] such a noble person in an unlikely shabby place!,俺がここに来てること自体、ボランティアみたいなものだよねー♪,누추한 이 곳에 귀하신 이 몸 등장!,누추한 이 곳에 귀하신 이 몸 등장!,,,,,,
ui_villager_desc_114002,회사 때문에<br>이런 별 볼일 없는 마을에<br>이사오게 되다니…,To have to move in<br>to such a boring village<br>all because of my stupid company...,はぁ…会社のせいで<br>こんなくだらない村に<br>引っ越すことになるなんて…,회사 때문에<br>이런 별 볼일 없는 마을에<br>이사오게 되다니…,회사 때문에<br>이런 별 볼일 없는 마을에<br>이사오게 되다니…,,,,,,
ui_villager_desc_114003,괜찮아. 안심해도 괜찮다니까?,It's okay. I'm telling you[c] relax.,大丈夫。安心していいからさ！,괜찮아. 안심해도 괜찮다니까?,괜찮아. 안심해도 괜찮다니까?,,,,,,
ui_villager_desc_114004,하-...<br>뭐랄지... 전체적으로 짜증나.,하-...<br>뭐랄지... 전체적으로 짜증나.,하-...<br>뭐랄지... 전체적으로 짜증나.,하-...<br>뭐랄지... 전체적으로 짜증나.,하-...<br>뭐랄지... 전체적으로 짜증나.,,,,,,
ui_villager_birthday_common,불명,불명,불명,불명,불명,,,,,,
